Sample,Book_Name
camp transposed small batch replaced others airlifted india lot sold calera named nebuhinabenoz chieftain hill town careba fifty mile southwest plantation two hundred fifty batch coruhinirigod bought batch sold plantation aircar lost speed altitude countryside dotted conveyer head spatially coexistent outtime police post operation great many western coast north america center civilization many paratemporal sector conveyer head commercial passenger company scattered hundred fifth level time line paratime police concentrated upon one antigravcar circled around threehundredfoot steel tower supported conveyer head spatially coexistent one top floor outtime tall building let front low prefabricated steel shed man police uniform came meet fiftyfoot conveyer dome inside fiftyfoot redlined circle marked transposition point outtime conveyer entered dome operator put transposition field havent heard worst yet skordran kirv saying time line reason think native nebuhinabenoz bought slave actually saw slaver conveyer maybe even saw activated well either capture give memoryobliteration kill vall said know well,6
murder mr kettering english lady killed murder man face gone chalk white knee knocked together marie dropped rollingpin began weep impossibleimpossible thought since stick story nothing said think foolish turning towards door agitated voice arrested monsieur monsieur little moment ii idea anything kind ii thought matter concerning lady little awkwardness police lady murderthat different patience cried poirot turned round angrily shook fist hippolytes face stop day arguing couple imbecile thus truth want give look last time monsieur le comte arrive villa marinatuesday morning wednesday morning wednesday gasped man behind marie nodded confirmation poirot regarded minute two inclined head gravely wise child said quietly nearly serious trouble left villa marina smiling one guess confirmed murmured shall take chance six oclock card monsieur hercule poirot brought mirelle stared moment two nodded poirot entered found walking room feverishly turned furiously well cried well tortured enough made betray poor dereek want one little question,5
first secret session executive council two thousand year thought id drop dead passed motion submit narcohypnosis councilman going drop dead narcohypped dalla prophesied rim glass already list dozen fatal accident committed suicide died vanished since news raid broke four saw screen jump run soon news came onesixfive day lot people friend yandar yadds dropped sight one heard got servant salgath trods didnt dalla said spy organization reported woman named farilla ran fortunetelling parlor prole district occult power didnt warn sent squad plainclothes men entirely illegal arrest way netted u list three hundred prominent political business social person whose servant reporting thought working telecast gossipist thats new butler darling vall interrupted kandagro reporting u pas report dalla asked tortha karf beamed think like cop every time talk told vall better appoint special assistant every day prole would come give recognition sign get day accumulation got one fourteenyearold girl trouble getting deconditioned,6
one point old man made mind outwardly encouraging lady kathleen brace sacrifice appeared inevitable reality resolved upon another course even though meant suicide gallows following day kathleen moved great house silently superintending arrangement ball afternoon majority houseparty arrived dinnertime lord penshurst lady kathleen throw gloom best could devote mind energy entertainment guest two three great singer come london music grand saloon young hilden sought lady kathleen drew apart guest kathleen said cousin want serious talk past three week father asked great many extraordinary thing scrupled carry instruction though involved considerable amount lawbreaking dont know business assure slightest idea least wish pry uncle secret time growing uneasy mystery whatever may weighing greatly completely changed last month becoming old almost broken man wish alarm feel ought open eye case may escaped kind said kathleen wearily noticed much distressed explicit urged hilden tell matter surely could take burden shoulder amazing thingand think due,1
came abreast packhorse strung behind sat looking across valley adobe wall town perched opposite ridge rider began dismounting checking tightening saddlegirths couple caleras helped ganadara atarazola inspect packhorse remounted atarazola bowed head lifting left sleeve cover mouth muttered length caleras looked curiously coruhinirigod inquired ganadara prays ganadara said thanks god lived see town asks spared bring many train rifle ammunition trail slaver nodded understandingly caleras pious people believed keeping friendly term god may safar hand work hand god said making noncalera would extremely ribald sign god watch u atarazola said lifting head near u even spoken word comfort ear ganadara nodded god partner prayed couple paratime policeman crouching radio mile ridge brother told coruhinirigod much favored god many people come pray yes told think detail included pseudomemories given hypnosis serve safar caleras heard jeserus god good god dealing honestly servant hour later wall town coruhinirigod drew one pistol fired four,6
arm im interested evolution pistol couple wheel lock start three migueletlocks italian snaphaunce early flintlock number mideighteenthcentury type late flintlock percussion type twenty colt percussion revolver early cartridge type modern arm including world war ii arm see idea lane fleming pierre said collect personal combatarms firearm edgeweapons arm either influenced fighting technique developed meet special combat condition say youre mainly interested way firearm designed made im interested condition used adam trehearne wholl shortly collect pistol longarms wheel lock protoflintlock early flintlock philip cabot collect u martial flintlock automatic also enemy allied army weapon war colin macbride collect nothing colt odd scot who country twenty year become interested distinctively american type collect anything sell profit chinese matchlock tommyguns karen lawrence interjected coming room dot gresham pierre grinned karen practically unique specimen generalantique dealer ive ever seen doesnt hate sight guncollector thats im crazy enough want marry one girl dealer replied miserly,0
could sleep know thought would try whiskey never touch rule came passed mabels bedroom heard talking andi know ought done listened interest know said collins even know miss watson bedroom hesitate make insinuation shaken firm tone tell heard man voice mabel called dear said go diningroom join pretend love girl dare make foul accusation miss watson talking anyone business sure reason ought ashamed want know could sleep heard someone moving house investigator know apart question burglar convinced something happening house requires investigating came found sander looked doubtfully tell mabel talking man bedroom make sick insinuation know man woman imitate man voice man woman sander perplexity slowly put revolver table without sudden movement collins picked asked casually said sander belonged sir james found among paper sir james fond pistol said one london yes said sander always afraid attacked wonder one said collins said sander stopped collins quite ease sander fit wild,4
lady kathleen said can not explain much know little simply requested russian embassy inform special emissary st petersburg asks see madame continued shrugging shoulder really can not say sometimes know russian official mysterious work ask question business gentleman whoever may seemingly fearful seen london asked meet richmond hour time whereabouts richmond asked kathleen star garter hotel asked assure probability would detain long kathleens heart beat faster hope slowly fear left czar cousin rouen great personage given indication anything discussed simply delivered ultimatum taken way back st petersburg kathleen looked clock suppose asked know whether gentleman would likely wait instructed replied mme estelle can not possibly wait catching threeoclock mail back france certainly exceedingly awkward position girl hitherto undertaken negotiation czar agent except advice father seemed remarkable thing sent way person could disturb father course question misgiving decided would best accompany mysterious visitor without delay moment said passed room put outdoor,1
interest know propose marry lady kathleen indeed said westerham folded paper placed carefully breastpocket must forgive rude added way england every intention marrying lady chapter ii sir paul westerham buy crime syndicate captain melun man used hard hit steeled cunningly swiftlydealt blow administered declaration sir paul westerham intended marry lady kathleen took quite aback oh exclaimed softly voice certain note puzzlement anxiety oh repeated said oh baronet smiled little grimly red beard ducksegg green eye serene cold ever three gently ejaculated oh captain told much quick brain realised dealt captain exceedingly welllanded blow baronet smile died following train suspicious thought instinctively grasped held idea melun searching kitbag purpose blackmail individual purposed marriage prime minister daughter end notion disquieted greatly disturbed much hard eye hardened baronet friend knew sometimes hardened softness behind gaze westerhams heart indeed rose revolt suggestion man spurned army suspected club distrusted every honourable man moment presume reach,1
would stop lawsuit would put river business inconceivably jail looked toward front shop another photoflash glared instant dont suggest river got consciencestricken killed aside technical difficulty pinning floor dead explanation river conscience stricken well let skip fleming minute mckenna suggested think butler fleming place robbing collection say couldve sold stuff stole river well family get work collection jeeves whatever name realizes youre going spot whats going probably suspect know youre ordinary armsexpert youre agency dick get scared catch river riversll talk come last night kill river get river may keep record stuff got jeeves whatever name walter rand supplied walter may keep record bought walter chance keep record stuff walter got use replacement cardfile go fire hows flare another flashbulb made distorted shadow dance wall would hang together rand agreed course havent found anything except revolver bought yesterday came fleming place ill add soon river found working fleming family tried,0
undertaking must stake also obvious westerham paper fell strange hand consequence must terrible concerned anxiety fear meluns face greater anxiety fear man hazard great stake think lost presently melun got unsteadily chair came round table westerham stand away said two men guarding baronet stand away men fell back melun coming close westerham whispered ear mean mean paper westerham nodded melun whispered decline say said westerham might well decline least idea make tell dog cried melun wont answered westerham suavely heaven shouted melun unpleasant thing done place ever dreamt philosophy time inquisition past people take little frighten cur said westerham low voice meluns face blazed passion drew back pace struck westerham heavily across mouth part westerham hesitate moment lifted fettered hand brought steelbound wrist crash meluns head captain went sprawling floor look cried westerham dumbfounded ruffian stood watching scene though chained chair look deal men cur touched melun boot can not,1
one long clawlike hand upon top first gate bending trap brilliant green eye turned direction ownupon curtained doorway upright within beautiful face pale death great eye blazing sort splendid madness stood kramanh looked tortured man fully dr fumanchu one hand clutched trembling drapery suddenly raised jewel white arm glittered light lamp door held browning pistol fumanchu sprang upright inhaling sibilantly kramanh pointed pistol pointblank high skull fired saw little red streak appear neutralcoloured hair black cap became detached intelligence unlinked corporeal looking upon thing reason never thought witness fumanchu threw arm sleeve green robe fell back elbow clutched head black cap fell behind began utter short guttural cry swayed backwardto rightto leftthen lurched forward right across cage lay writhing moment baneful eye turned revealing white great grey rat released began leaping room two shot like grey streak past slim figure doorway one darted behind chair lashed fourth ran around wall,2
dr fu manchu removing gaze face friend directed upon mr commissioner nayland smith shall honour acting hierophant admitting mystery said fu manchu softly dr petrie shall friend chapter xxix six gate glanced toward burman retired immediately reenter moment later carrying curious leather sack shape unlike sakk arab watercarrier opening little trap top first compartment cage compartment covered smith bare foot ankle inserted neck sack suddenly seized bottom shook vigorously horrified gaze four huge rat came tumbling bag cage dacoit snatched away sack snapped shutter fast moving mist obscured sight mist saw green eye dr fumanchu fixed upon great distance voice sunk snakelike hiss came ear cantonese rat dr petrie ravenous world eaten nothing nearly week became blurred though painter brush steeped red smudged detail picture indefinite period seemed like many minute yet probably second saw nothing heard nothing sensory nerve dulled entirely state awakened brought back reality sound ever afterward,2
gate nothing said smith pointing darkness road u except couple studio one come heath inserted key lock gate swung creakingly open looked black arch avenue thought haunted residence lay hidden somewhere beyond died itespecially one died tree found love business night come said nayland smith briskly holding gate open fire library refreshment charwoman followed instruction heard great gate clang behind u even moon none doubted patch two light could penetrated darkness extraordinary nothing broke think smith must found way aid sixth sense rate saw nothing house stood five pace step leading porch light burning hallway dimly inhospitably faade building could perceive little entered hall door closed behind u began wondering anew purpose friend hoped serve vigil haunted place light library door ajar large table decanter siphon biscuit sandwich large grip stood upon floor also reason mystery smith decided must assume false name whilst roof gable pearce said whiskyandsoda look around,2
clothes good lead weight foot thered much chance disappearance ever traced place stared westerham fixed beastlike glare westerham however hand still folded placidly table smiling blandly allow said seeing crow made end speaking congratulate pretty little programmebut programme fear hardly likely carried tonight strwth cried man craning across table towards westerham copper nark put police u half dozen men rose seat looked scared face crow crow somewhat westerhams admiration kept head see door said two men rose going westerhams side long room opened door leading little porch went footpath canal peered cautiously presently came back shaking head another look said crow search little two men went complete silence prevailed footstep could heard open door pacing path returning reported everything quiet well said crow better get post two men went closed door bluff said crow insolently westerham bluff can not come bluff u yankee smartness said westerham face still face man,1
take bull horn westerham hailed passing hansom drove meluns room however informed captain town tried threat cajolery even bribery extort information captain whereabouts housekeeper proof effort seemed really know captain turned away wondering direction could next inquire suddenly occurred ascertain anything happened motor car therefore took second cab drove rupert street garage situated entered yard manager stepped forward astonishment face even greater exhibited doorkeeper westerhams flat afraid sir said westerham time speak made terrible blunder gentleman called afternoon said asked see behalf said received telegram holyhead asking see car sent chester would staying day man wait blossom hotel westerham could scarcely disguise anger thisgentleman like demanded well sir said manager garage eyeing anxiously didnt take much account though appeared pleasant gentleman indeed say tall dark hook nose black eye suggested westerham helpfully sir westerham ground teeth rage course said man blame youi cannotbut youve hoaxed sent order car intended remain,1
look came eye told everybody say oh said poirot aware fact mentioned outside examining magistrate office mirelle appeared somewhat discomposed one hears thing said vaguely get somebody told cant remember moved door caux sprang forward open poirots voice rose gently jewel pardon mademoiselle tell anything jewel jewel ruby catherine great since hear much must heard know nothing jewel said mirelle sharply went closing door behind caux came back chair examining magistrate sighed fury said diablement chic wonder telling truth think truth story certainly said poirot confirmation miss grey looking corridor short time train reached lyon saw kettering go wife compartment case seems quite clear said commissary sighing thousand pity murmured mean asked poirot ambition life lay comte de la roche heel time foi thought got otherit nearly satisfactory carrge rubbed nose anything go wrong observed cautiously awkward kettering aristocracy get newspaper made mistake shrugged shoulder forebodingly jewel said commissary think,5
kramanh fumanchu kind gentlemenit hkm really man efreet found u le four day left u smith pasha found u cairo kramanh made forgetting thingseven meeven nayland smith snapped teeth together sharply mean demanded part understood well enough remembering brilliant chinese doctor performed operation upon poor inspector weymouth mean injection serum prepared kramanh afterwards told u venom swamp adder similar reptile induced amnesia complete loss memory felt every drop blood recede cheek smith began let speak interrupted friend sharply tried take u continued azz still speaking soft melodious manner deep seriousness escaped swift foot hoping bring helphe shook head sadlybut except powerful powerful hkm fumanchu hid gentleman watched waited onetwothree week last saw sister kramanh ah know know azz brother arabeeyeh passed quickly along sharia ennahhsin ran ran ran cry name although looked back know meshe know felt dying presently fellupon step mosque abu dropped expressive hand wearily side sank chin,2
brief hesitation seemed likely would inform point wellyou quite right discovered kettering rock inherited two million pound la vieit strange thing van aldin looked sharply mean moralize said poirot reflect speak philosophy return surely kettering propose allow divorced without making fight van aldin answer minute two said dont exactly know intention hold communication slight pause van aldin said poirot stopped dead took hat held hand must wish goodday monsieur nothing getting demanded van aldin angrily tell truth nothing dont know mean think may rest assured van aldin know discreet well said millionaire ill admit speaking truth communication soninlaw yes exact sent secretary major knighton see instruction offer sum one hundred thousand pound cash divorce went undefended pretty sum money said poirot appreciatively answer monsieur soninlaw sent back word could go hell replied millionaire succinctly ah said poirot betrayed emotion kind moment engaged methodically recording fact monsieur kettering told police neither,5
tear mask face heaven sake dont cried melun low voice cost life shall able hold men shall bother said westerham manage quite well still keeping captain melun observation turned revolver covered man collected jewel come ordered man came forward give gun man handed sixshooter without word westerham placed carefully floor rightabout ordered get men weapon ruffian mask hesitated shoot governor said thickly better shot said westerham aim rarely fails youre told westerham turned men said give gun necessary captain melun see however recommend quick warned scotland yard left london happen within minute place swarming police men fidgeted uneasily looked helplessly melun melun wisely decided assist westerham true said youd better quick good deal grumbling one men cried betrayed westerham turned sharply compounding felony cried still quick get away wont detain time two three men come hall inquire meaning delay surveyed scene uneasily many demanded westerham glancing towards door suppose case,1
recording fact monsieur kettering told police neither saw spoke wife journey england inclined believe statement monsieur yes said van aldin would take particular pain keep way say got woman mirelle yes come know fact man mine put watch reported left train see said poirot case said would likely attempt hold communication madame kettering little man fell silent time van aldin interrupt meditation aristocratic gentleman riviera george said poirot valet following morning george intensely english rather woodenfaced individual yes sir two year ago service lord edward frampton today murmured master hercule poirot one mount world valet made reply observation suitable pause asked brown lounge suit sir wind somewhat chilly today grease spot waistcoat objected poirot morceau filet de sole la jeannette alighted lunching ritz last tuesday spot sir said george reproachfully removed trs bien said poirot pleased george thank sir pause poirot murmured dreamily supposing good george born social sphere late,5
theyd expected pay twenty thousand collection river offer stopped even could go twentyfive think river would raise he afraid let get collection pierre jarrett karen lawrence intended using share go oldarms business competition uhhuh thats smart dunmore approved always better take small loss stopping competition let get big save damnsight bigger loss later soon think pistol sold gladys asked oh month outside rand said continuing explain done first well im glad varcek commented never liked thing happened sooner sold better breakfast finally ended varcek dunmore left premix plant rand debated moment wisdom speaking gladys missing pistol decided wait suspicion better verified minute gunroom going lane fleming armsbooks shelf workbench without finding trace book catalogued collection got hat coat went garage took car stopped raining time dingy sky showed broken spot like bit bluing badlyrusted piece steel got car front arnold river redbrick house wondering going go wanted door shop unlocked,0
aristotelian system category verbal identification business occupy time doubt interest history development deadly weapon incongruous criminologist industrialist there doubt mind qualification check colonel taylor state museum editor american rifleman see goode nodded point sort nonprofessional expert free mercenary bias nodded taking glass polishing outsize white handkerchief frankly understand purpose mr rand must say quite glad mr fleming took step perplexed deal collection realized worth great deal money havent vaguest idea much could sold best advantage rough guess mr rand much think ought bring rand shook head saw twice last time two year ago ask ive spent day going ill able give estimate say though probably worth lot ten thousand dollar arnold river offered produced unexpected effect goode straightened chair gobbling surprised indignation arnold river impudence try buy collection demanded hear mr fleming understand made offer fred dunmore thats business isnt believe colloquial term racket goode said man notorious swindler mr,0
childish way dont spare dont spare cried there fear said westerham rose go regained prime minister study sent map london minute studied close attention guessed man risking much emissary appointed melun would take good care provide sure certain mean escape doubtful would trust swiftness foot chance catching passing omnibus losing underground likelihood though might walk actual place appointment would probably drive neighbouring spot motorcar upon reasonable assumption westerham based plan difficulty knew full well score little street alley led st paul churchyard would open meluns ambassador westerham best place position man melun sending cathedral step arguing matter point view came conclusion would drive queen victoria street newgate street car proceed meetingplace foot ruled junction newgate street cheapside court offering sufficient opportunity shelter man would choose point queen victoria street ran cannon street equally unlikely left one route escapenamely open thoroughfare ludgate hill also westerham set aside unnecessary consider man attempt,1
speaking said latter case think man ordinary train robber commissary shrugged shoulder depends must get hold maid possible red morocco case man spoke mademoiselle may concerned case affair crime passion think solution train robber probable bandit become bold late poirot looked suddenly across katherine mademoiselle said heard saw nothing night nothing said katherine poirot turned commissary need detain mademoiselle longer think suggested latter nodded leave u address said katherine gave name lady tamplins villa poirot made little bow permit see mademoiselle said many friend time taken contrary said katherine shall plenty leisure shall pleased see excellent said poirot gave little friendly nod shall roman policier nous investigate affair together villa marguerite really thick said lady tamplin enviously dear thrilling opened china blue eye wide gave little sigh real murder said mr evans gloatingly course chubby idea anything kind went lady tamplin simply could imagine police wanted dear opportunity think knowyes,5
produced man dreamt universal yellow empirei acquired certain facility describing bizarre happening confess fails attempt cold english portray emotion white beam little lamp cut darkness studio shone fully upon beautiful face kramanh le six foot away stood arrayed gauzy dress harm finger slim white arm laden barbaric jewelry light wavered suddenly nerveless hand gleaming momentarily upon bare ankle golden anklet upon little redleather shoe spoke word smith silent u think speechless rather amazement obedience evident wish fumanchus slavegirl yet close eye moment see stood one finger raised lip enjoining u silence looked ghastly pale light lamp lovely rebellious heart threatened already make fool stood untidy studio canvas easel heaped wall sort litter u trio strangely met one amused high god watching window star go back came whisper kramanh saw red lip moving read dreadful horror widely opened eye eye like pool mystery taunt thirsty soul world reality slipping past seemed,2
poirot play squirrel poirot started keep dinner appointment margin threequarters hour spare object car took straight monte carlo lady tamplins house cap martin asked miss grey lady dressing poirot shown small salon wait lapse three four minute lenox tamplin came katherine quite ready yet said give message would rather wait come poirot looked thoughtfully minute two replying though something great weight hung upon decision apparently answer simple question mattered said last think necessary wait see mademoiselle katherine think perhaps better thing sometimes difficult lenox waited politely eyebrow slightly raised piece news continued poirot perhaps tell friend kettering arrested tonight murder wife want tell katherine asked lenox breathed rather hard though running face poirot thought looked white strainedrather noticeably please mademoiselle said lenox think katherine upset think care dont know mademoiselle said poirot see admit frankly rule know everything case iwell perhaps know better yes said lenox knowbut going tell paused,5
far monsieur wont spy client ann upcott countrywoman help help god wont hanaud looked across table flushed angry face junior colleague resigned office without parley accepted defeat dont blame answered quietly could indeed hope reply must quick thats must quick frobisher anger fell away like cloak one drop saw hanaud sitting white desperately troubled face eye shone unmistakeably gleam terror tell cried exasperation frank ann upcott guilty shes alone course anyway there gang agreed upon waberskis one course ann upcott another believe hanaud slowly put exhibit together struggle going within strain night told upon tempted make confidant tempted intolerably hand jim frobisher read tradition service wait upon fact utter suspicion fair locked everything away safe hanaud yielded temptation even could bring direct want know believe ann upcott cried reluctantly though word torn go tomorrow church notre dame look faade since blind see would say clear nay stood moodily frobisher already,3
marry pretty lady kathleen oh wont never never rushed melun though strike melun jaded though quick strong caught brutally might dog neck threw diningroom door stood open utterly careless harm might sent unhappy woman sprawling floor second banged door turned key lock sank bench trembling exhausted heard marie pick hurl blind impotent fury door listened shaking like leaf shriek shriek frenzy reached ear tower kathleen heard shriek shuddered horrible fear took possession heart murder done sat edge bed hand pressed heart listening fascinated horror shriek died away complete silence house full half hour kathleen heard sudden shout crashing glass scrambling tearing noise hideous bay boarhound courtyard scream thud stabbing noise sharp precision came sound shot chapter xxi kidnapping prime minister evil cometh good westerham caught eye kathleen two motor car passed corner whitehall kathleen would spared much suffering several men would gone account meeting moment would changed whole course event,1
de brebizart oh yes danger foreseenexcept hanaud nay even measure foreseen panicstricken telegram reached frobisher haslitt hanaud started upon work shall stair monsieur mademoiselle door want said moreau jim frobisher roused reflection thank answered went stair room lot use betty telegram reflected bitterly tonight asked shut mind question know precisely panicstricken telegram nothing else brought betty harlowes plan crashing ear chapter twentyfour ann upcotts story early next morning hanaud rang maison crenelle made appointment afternoon jim accordingly spent morning monsieur bex quite overwhelmed story told prisoner right nowadays said claim presence legal adviser examined judge go round prefecture head erect little chest puffed like bantam cock hurried battle client battle waged however certainly monsieur bexs unhappy client moment au secret would come judge couple day turn francine rollard every opportunity given defence monsieur bex would certainly granted interview betty harlowe wished brought judge office monsieur bex returned place etienne dolet,3
stood looking go said rather hollowly next glared wonderful eye expression implacable hatred remembering done remembering former friendship remembering youthis look almost made shiver dressed smartly european fashion whole thing sudden stood looking half expected wake presently find daydream realas real enmity felt need reflection vainly endeavoured draw conversation elicited answer glare hatredi left going locking door behind highhanded commissioner certain privilege petrie action might choose take likely questioned one window office fully twenty foot level overlooked narrow street main thoroughfare think explained house stood corner fear escaping important engagement way fulfil encounter took place word native servantwho chanced downstairsi hurried smith pipe gone usual proceeded relight whilst eye lowered continued drum upon table boy took tea later afternoon continued apparently found placid frame mind returned immediately dusk reported last looked half hour earlier seated armchair reading newspaper may mention everything value office securely locked determined upon certain course time,2
significant friend would stand exactly stood murder committed added softly great hope francine rollard day prison cell untamed little tigercat talk waberski jim exclaimed hanaud laughed rose chair waberski nothing brought charge didnt believe charge happened true took step two away returned wrong waberski indeed something pressed make good charge must rake excuse somehow piece luck think morning saw betty harlowe street gambetta near shop jean cladel lead u truth yes owe something animal boris waberski tell monsieur servant chance hanaud went garden three day jim frobisher saw development monsieur bex feared hanaud hoped took place third day hanaud invited jim office prefecture jims memorandum hand remember wrote asked see pushed memorandum front jim pointed paragraph absence trace poison dead woman body difficult see criminal brought justice except confession b commission another crime similar kind hanauds theoryonce poisoner always poisoner frobisher read true said hanaud never come across case difficult,3
true westerham left box madame made several effort broach subject melun succeeded steering clear matter left theatre however cab proceeded davy street made attempt pin subject melun evaded men knew better melun damage could done one jealous woman sat alone night whiskyandsoda obvious sign jealousy marie shown caused great disquiet madame however turned important business deciding bring premier knee without delay strange coincidence westerham explaining lord dunton scheme kidnapping prime minister melun hit upon plan abducting lady kathleen surest mean inducing lord penshurst surrender man different part london worked two similar scheme morrow clash produce extraordinary sequence event melun sat till late perfecting plan abducting lady kathleen turn twist matter though might saw mean carrying unless sought mme estelles assistance therefore rose early morning ringing bell villa st john wood neighbouring clock striking nine knew favourable opportunity project would come shortly noon even though mme estelle consented lend aid still,1
buttonhole laid upon blotting paper room death laughed harshly beckoned jim come look jim saw thin small barbed iron dart iron stem need ask nature seen likeness morning treatise edinburgh professor actual head simon harlowes poisonarrow found said jim voice shook yes hanaud gave little push said thoughtfully negro thousand mile away sits outside hut kombe country pound poison seed mix red clay smear thick slab shaft fine new arrow wait enemy enemy come barter give white friend trader shire river trader brings home give simon harlowe maison crenelle simon harlowe lends professor edinburgh writes printed book sends back end travel come tenement jean cladel slum dijon made ready new way deadly work much longer hanaud would moralised arrow deplorable way man tell happily jim frobisher reprieved listening shutting door noise voice passage commissary said hanaud went quickly stair jim heard speaking low tone quite long doubt explaining position affair,3
quarter got goby got cleft stick hit table bang fist face grim triumphant information said mr goby thin voice seems satisfactory got go round curzon street said millionaire much obliged goby good right pale smile gratification showed little man face thank mr van aldin said try best van aldin go direct curzon street went first city two interview added satisfaction took tube street walking along curzon street figure came turned street towards passed pavement moment millionaire fancied might derek kettering height build unlike came face face saw man stranger leastno stranger face awoke call recognition millionaire mind associated definitely something unpleasant cudgelled brain vain thing eluded went shaking head irritably hated baffled ruth kettering clearly expecting ran kissed entered well dad thing going well said van aldin got word two say ruth almost insensibly felt change something shrewd watchful replaced impulsiveness greeting sat big armchair well dad asked saw husband,5
mendip enter house walked rapidly piccadilly turning westward made automobile club lowbuilt yellowpainted racing motorcar waiting often done took charge man making detour way curzon street piccadilly got back stratton street westerham ready interval premier somewhat recovered dazed state thrown indignantly demanded westerham meaning manoeuvre good enough sit minute lord penshurst westerham said think shall able make matter little clearer present told trant notion hold melun see must hard heavy one declined believe reality sir paul westerham can not prove yet find lord dunton meantime however ask think men assisted today would willing bidding moment suspected league band scoundrel eye seen lowther mendip men known men gentleman think take granted kind assist satisfied lord penshurst wrinkled brow could quite understand come men lowther mendip apparently working handinglove westerham trust said indiscreet make mention affair gentleman none whatever taken step trust dunton utmost however much may influenced hope fun least persuaded,1
mr van aldin pencilled upon word came mademoiselle mirelle would receive ushered dancer apartment poirot immediately took lead mademoiselle murmured bowing low behalf van aldin ah come indisposed said poirot mendaciously riviera throat grip empowered act major knighton secretary unless course mademoiselle would prefer wait fortnight one thing poirot tolerably certain temperament mirelles mere word wait anathema eh bien speak monsieur cried patient held hand insulted yes insulted ah think treat mirelle like throw like old glove tell never man tired always tire paced room slender body trembling rage small table impeded free passage flung corner splintered wall cried picking glass bowl filled lily flung grate smashed hundred piece knighton looking cold british disapproval felt embarrassed ill ease poirot hand twinkling eye thoroughly enjoying scene ah magnificent cried seenmadame temperament artist said mirelle every artist temperament told dereek beware would listen whirled round poirot suddenly true want marry english miss,5
conformity local custom ever buy slave coruhinirigod im new man im replacing broke neck horse put foot gopher hole two tendays ago beside vall could see dalla nod though making mental note got back home time line shed put crew medium work trying contact discarnate former plantation manager rhogom institute working problem return discarnate personality outtime time skordran kirv said nothing suspicious local stuff questioned coruhinirigod pretty closely point say first time ever brought batch nebuhinabenozs outlander far west interrogation conducted inside plantation house secret central room paratimers lived skordran kirv used dooractivator slide open hidden door suppose dont warn either positive statement made hearing narcohypnotized subject began effect hypnotic suggestion vall picked avoided unless suggestion intended dalla finished skordran kirv laughed opening another inner door stood aside paratimers recreation room furniture shoved corner four small table set widely spaced screen across electric recorder almost naked kharanda slave faced paratime,6
fabulous rumour lately passed possession american right concluding monsieur purchaser yes said van aldin came possession paris ten day ago pardon monsieur negotiating purchase time little two month thing become known said poirot always pretty formidable crowd track jewel spasm distorted others face remember said brokenly joke made ruth gave told take riviera could afford robbed murdered sake jewel god thing one saysnever dreaming knowing come true sympathetic silence poirot spoke detached manner let u arrange fact order precision according present theory run comte de la roche know purchase jewel easy stratagem induces madame kettering bring stone man mason saw train paris three nodded agreement madame surprised see deal situation promptly mason got way dinner basket ordered know conductor made berth first compartment go second compartment man could quite well concealed far comte could hidden marvel one know presence train except madame careful maid see face could say tall dark,5
home guard way river killed produced triumphantly mckenna used dirty word anybody who ever infantry training know buttstrokeandlunge retorted learned kid cmtc hell anybody who ever seen warmovie hadnt lammed sweden sixteen duck conscription youd known well maybe olsen bos explain gresham threw recordcards fire rand contributed know olsen say gresham river river sold gresham fake antique flint lock navy pistol worked something else gresham going subpoena record brought suit river rand lied explain cecil gillis might destroyed killing river hed cheating river river caught yeah might explain gillis hurry sic u onto gresham mckenna added thought something like highbrown girl work river say gillis mr river played kind game together river away well who charge investigation rand wanted know heard radio youre liable hear anything radio including slander bing crosby horse record charge investigation dont anybody forget either added direction rear seat thats thought well stephen gresham retained make,0
restless fashion crossexamined weymouth closely regarding phenomenon bellringing exhaustive search premise led discovery house excellent condition groundfloor attic solitary crevice large enough admit passage mouse suppose must staring foolishly indeed nayland smith burst one sudden laugh mouse said petrie cried braceandbit rectified matter made hole mentioned set trap baited piece succulent toasted cheese open grip light last dawning upon mental darkness pounced upon grip stood upon chair near window opened sickly smell cooked cheese assailed nostril mind finger cried smith still set possibly grip began take mousetrap two three still set case greater number catch slipped nine took placed upon table empty tenth crouched panting soft furry body dank perspiration little white mouse one capture cried companion showing well fed creature examine tail already perceived smith would draw attention mystery astral bell mystery longer bound little creature tail close root fine soft wire used making bouquet three tiny silver bell,2
understand old stronghold like haunted gable built quite modern house built wealthy quaker family occupied uninterruptedly apparently without anything unusual occurring forty year sold mr maddisonand mr maddison died six month ago maddison said smith sharply staring across weymouth come retired teaplanter colombo replied inspector colombo link east certainly thats thinking fact interested time led waste precious day night case mortal connection liverish individual scheme dr fumanchu im certain die asked interestedly died chair one evening room used library custom sit every night visitor reading twelve oclock later bachelor household consisted cook housemaid man thirty year believe time mr maddisons death household recently deprived two member cook housemaid resigned one morning giving reason fact place haunted way interviewed precious pair time told absurd various tale dark figure wandering along corridor bending bed night whispering chief trouble continuous ringing bell house bell said became unbearable night day bell ringing house rate,2
