Sample,Label
england westerhams brain worked swiftly brain woman brain men cut electriclift side civilisation day day face nature true maternal therefore feminine aspect long guess shrewd guess true guess melun hope set lady kathleen girl dark hair steadfast eye stood peril mere thought quickened westerhams blood quickening blood livened brain still watched almost catlike glance meluns eye followed placing lady kathleens picture pocket couple minute nothing said man knew instinctively must move attack realised mistake opening game might possibly spell disaster baronet broke silenceit always man least fear recovers first westerham pursued train thought bold unerring come home melun merely blackmailer prince among blackmailer infinite speed thought followed idea came conclusion suggested vindicated next remark never realised captain melun said pleasure meet perfectlyunqualified villain captain melun raised black eyebrow shade obliquely eyelid flickered however equal situation indeed said coolly though passed tongue along upper lip beneath carefullytrimmed moustache indeed shall glad,The Crime Club.txt
said westerham agree yet doubt word something yet fathomed still thinking lady kathleen lie dare added brutal emphasis fool lie answered captain melun still thinking lady kathleen make vast mistake said baronet rose opened door melun pas chapter iii girl park night oily quality departed swell came blow blew hard gigantic crossed merseys turgid bar sufficiently rough justify great number person remaining cabin hardly sufficiently rough excuse twodays absence captain melun poker table fool enough grumble meluns absence alleging sought rob revenge desired make rough weather kept captain melun brought sir paul westerham deck maiden whose beauty weatherproof rejoiced fact hitherto unattainable baronet seemed court friendly advance poor little dear know captain melun didtheir dream endless million unspoiled knowledge little paper westerham carried breastpocket third day however came complete rightaboutface conduct two men whose personality impressed ship company melun came deck looking sullen morose baronet pleaded slight attack fever hid,The Crime Club.txt
give evidence nothing may say however way involve prime minister venture write point thing ask immediately communicate lord penshurst telephone although practically ignorance going realise important matter involved lord penshurst desire keep himselfi faithfully james robinson westerham fastened note sealed handed rookley instructed moore take immediately downing street moore told rookley afterwards unusual experience seeing mr hilden go pale death hearing mutter excitedly private telephone busy ten minute presently mr hilden came back still greatly agitated told moore instruct rookley mr robinson account detained men moreover enjoined complete silence told word matter must breathed anyone except commissioner moore came back various message rookley sat moment though entirely overcome last spoke voice husky dont know sir said westerham may apparently none business inquire tell frankly beat everything ever known course long experience naturally take another room body must touched till policesurgeon seen removed mortuary get summons inquest morning went bedroom dead,The Crime Club.txt
im sorry said obliged ask walk see although quarter hour since left downing street whole london scotland yard time searching direction hope able help difficulty must recognised premier mumbled beard still dazed make resistance followed westerham car suffered mendip take arm fourth man idling side path car brought standstill friend lowthers pledged secrecy promised take car back garage necessary swear handed lowther barnet road westerhams subtle mind indeed thought arrangement practically precluded possibility track picked followed success though naturally chance escape strong ever police worked would surety work westerham led way bush another roadway waiting second car driven second friend lowthers reliance could placed westerham bundled mendip lord penshurst lowther climbed beside friend lost time drove boldly rapidly back along route come arrived victoria lowther gave friend instruction make buckingham palace thence raced constitution hill piccadilly lowther room stratton street immensely favour westerhams hope inasmuch pedestrian fewer vehicle frequented aristocratic,The Crime Club.txt
kathleen scarcely counted hour even day incident crowded incident action upon action found faced necessity waiting slightest sign could send trail meet endure greatest trial ever known helpless almost hopeless position still without hope hope helped considerably mitigate suffering hour noon three oclock predictedjust calculated must come passthe expected message came came shape telegram addressed premier read follows accept term wire later four oclock smithbrownsmith care poste restante st martinslegrand finalm receipt wire threw premier state great agitation answering offer must refused finally cried dont see sir paul thats said done can not possibly accept power appears way difficulty surely went wailing voice man ever worse strait question daughter armageddon westerham restrained pointing matter answer could made spur moment matter urged required considerable thought quietly concisely constructed mind theory accounted despatch telegram thought became convinced spite bold statement telegram unreliable became certain offer made mean final said much prime minister,The Crime Club.txt
round room could come face face early said early hour good kind accompany show room led way three flight stair till came small landing opened one door melun passed kathleen found large square room simply yet fairly well furnished partly bedroom partly sittingroom said melun unfortunately compelled ask await father decision however release unconditionally promise neither scream attempt escape perfect liberty scream heart content one mind least also perfect liberty make effort escape choose fear find futile went quickly closed door kathleen listening badlylighted room could hear key grate lock bolt shot top bottom door quickly methodically made examination prison looked cupboard drawer massive bureau nothing room remotest interest offered faintest suggestion sinister otherwise indeed looked window three discovered full utterly helpless position window south side apparently window diningroom peeped sill looked sheer face precipice beneath west window found looked stone courtyard window east overhung pond apparently imprisoned tower melun,The Crime Club.txt
make best speed possible laburnum road man best twenty minute time taxicab entered little culdesac feature westerham beginning know well rang bell impatiently door wall failed open rang response driver taxicab surveyed fare distrust seems sir said friend home westerhams answer sounded much like oath gave one final pull bell finding even last rough summons ineffectual turned man look said may seem rather curious business help pay well sure house empty seems put cab alongside wall climb top want go investigating man grumbled something effect business sight magnificent inducement westerham immediately offered silenced objection westerham climbed top cab dropped wall garden walked round house found shuttered dark silent whistled long whistle wonder thought bird flown wonder chucked sponge wonder second thought however occurred proceeded climb garden wall much likely house closed evening order might cut source information reflection indeed came conclusion certainly case perhaps imagine thought mentally addressing melun perhaps,The Crime Club.txt
account melun smiled sour yet demure little smile precisely said evenly permit said baronet quietly inform liar good enough turn bundle sock find righthand corner kitbag face think able hand something interest u aware could replied captain melun touch sarcasm voice westerham picked sixshooter laid carelessly side look said voice gently persuasive flicker vindictiveness crept meluns eye suasion firearm turned bag moment westerham schooled infinite placidity inquired second time found anything paper said captain melun crossly pardon said baronet mistaken found one paper kind enough hand captain turned carefullymanicured hand offered westerham slip paper evidently torn english periodical westerham took looked casually though muscle closed jaw stood manner wholly pleasant look upon however unfathomable eye surveyed scrap paper revealed portrait girl astonishingly quiet face cheek round soft chin round soft mouth little full pronounced distinctly sad set pair large dark eye looked upon world unwaveringly serenely little sorrowfully beneath pair,The Crime Club.txt
never quite effaced skilfully edged way nearer prime minister westerham suffered little pang remorse occurred taking lady kathleen somewhat unfair advantage even half mind draw back fearing lest unlookedfor appearance might cause embarrassment might become obvious beholder reflected girl displayed courage coolness likely equal occasion none le endeavoured far could soften shock meeting end looked head shoulder tightlypacked people seeking lady kathleens eye suddenly wandering glance met fixed one second westerhams heart softened within saw pupil momentarily shrink dilate though terror contraction dilation pupil swift one expectant observer would noted change face paled little flushed westerham longcontinued habit studying people emotion realised distress flush fear rather flush confusion time melun way prime minister hand westerham followed closely lord penshurst lifted shrewd old eye westerhams face long searching gaze face swept sudden change expression melun whispered name old man face taken hard almost dogged look instantly softened looked westerham long something,The Crime Club.txt
revolver melun noted progress turned cried keep gentleman away move another yardshoot young hilden threw one contemptuous glance melun walked man hesitated fire fire fool shouted melun man still held hand hesitated long hilden gripped barrel revolver left hand fellow quite realised happening man scruple melun none revolver spoke quickly hilden little cough fell forward face turning butcher work melun whipped round meet terrorstricken eye lady kathleen take daughter away lord penshurst said low voice fault compelled look prime minister grasped kathleen arm drew ballroom melun closed men followed entered room spread fanwise obviously prearranged plan coolly deliberately melun discharged revolver painted ceiling overhead bringing little cloud plaster orchestra stopped middle bar dancer came halt guest sitting round ballroom leapt cry foot silence meluns voice rung clear hard lady gentleman cried desire create disturbance listen well turning second lord penshurst said get back middle ballroom prime minister course obey melun,The Crime Club.txt
hovering near felt heart aching eleven oclock guest arrived grand staircase reception saloon alike deserted ballroom thronged dancer watched dancing lord penshurst long famous host lady kathleen spite youth already numbered among great hostess country scene indeed full splendour meluns greedy mind anticipated jewel woman must worth upwards half million slow low music waltz stealing gallery musician placed lord penshurst entered grand staircase conscious disturbance hall moment inquire cause upset might perhaps well drive swept three great motorcar drawn curious formation great entrance concentrated head side light faced door servant stood hall almost blinded glare car descended score men evening dress came subdued light hall keen eye servant stationed quick see spite shirtfront operahats men gentleman arrival many men took groom chamber aback hurried forward meet guest thinking possibly might surprise party hospitable intention however met rude check scarcely taken half dozen step forward found looking barrel revolver pleasant easy,The Crime Club.txt
instead glasspanelled solid wood apparently great strength melun knocked sharply knuckle nine time first three rap slow second three rap slow last three rap quick decisive almost immediately door swung noiselessly inwards behind corner appeared searching slumberous eye great nigger nigger let melun pas saw westerham mighty arm barred way right right said melun quickly dont suppose fool enough bring man can not trust let negro shuffled back allowed westerham squeeze narrow passage intensely dark negro lifted lantern slide placed hard wall held level sir paul head looking long narrowly gave little coughing groan shambled passage end passage huge negro opened second door swung back upon hinge easily swiftly first westerham passed room little thump heart realised knowledge born long experience pacific coast opium den quite unusual dimension long room ran parallel front house must thirty foot longer front house either side end tier bunk three four came little red,The Crime Club.txt
like mill god ground exceedingly slowly ground uncommonly fine may easy thing detect one shadowed large man large boot none le sufficiently disconcerting find large boot follow one footstep persistently doggedly scotland yard wear man sheer weight westerham knew aroused interest authority would best watch every movement wrong realised therefore would folly proceed straight bruton street east end never life feared man ever compelled face contingency throwing pursuersand pursuer representative law order however prospect pursued rather pursuer extent tickled fancy resolved try prentice hand evasion secretly making way bruton street walter hotel walter imagined would probably safe observation night least rookley practically told sir paul know went bruton street first westerham called blyth questioned pretty closely satisfied however whatever man might think master method life least faithful westerham indeed resolved trust great deal done told without disguise strongly suspected bruton street moment watched casually without slightest demonstration surprise valet thereupon,The Crime Club.txt
meet however acquaintance would call later day contenting lifted hat strolled street followed shrewd eye landlady walked felt sure longer observed walked back opposite side street rpublique door discovered caf humble aspect provided table beneath awning thirsty could sit refresh one table westerham took chair risk violent indigestion called coffee sat sipped sweet chicoryflavoured liquid turned mind best mean discovering reason lady kathleens visit rouen debated whether would better go boldly hotel make presence known reflected course might unwise especially kathleen might still elect remain silent mystery still much perplexed indeed presence might result abandoning business called suddenly london time went glanced street watching everyones approach interest westerham half expected see face melun instead however towards halfpast eight attention aroused appearance man whose aspect keeping little street stranger middle height bore certain air quiet dignity dressed black clothes well cut though obviously foreign tailoring man face however riveted westerhams attention,The Crime Club.txt
case drop floor detained longer expected telephone going back room quarter hour later instinctively felt coat see paper horror gone dare excite household much lest affair come ear colleague begin wonder secret keeping indeed necessary make many inquiry asked visitor told captain melun called waited five minute room left return saying pressed time would call later day moment slightest doubt document gone sent melun taxed theft deny may think rather strange man allowed enter house must explain found service exceedingly useful several matter without scruple kind often regret say convenient minister unscrupulous agent disposal ordered melun give paper laughed face told mastered content quite appreciated involved indeed made insolent demand told could well afford pay quarter million sterling get paper back knew wealth great hesitate blackmail fullest extent course long angry negotiation compelled agree pay sum indeed dared refuse however content rapacious request wanted said rehabilitate properly society end colossal,The Crime Club.txt
guess one meluns close confederate different patmore altogether clothes longer rough hair longer tumbled dressed frockcoat tophat whole appearance sleek rather suggested prosperous commercial traveller well patmore said westerham quietly patmore started youve keen eye sir paul said westerham nodded find necessary returned without another word patmore took arm led higher step top turned walked shadow thrown column support north end faade took one quick look satisfied one within earshot came direct point agree asked answer westerham took pocketbook counted pile note dunton secured said conversational voice twenty thousand pound tell find lady kathleen patmore laughed scornfully afraid sir paul said occasion made mistake fifty time sum would little nearer figure westerham stroked chin thoughtfully fixed patmore keen eye well said slowly even might much man shot quick keen glance gave another little laugh daresay said still dont believe rather foolish said westerham considering little ask dont want embroil ask,The Crime Club.txt
upstairs going buy cigarette porter little surprised said nothing half hour gone grew uneasy going upstairs sittingroom discovered seen body touched immediately summoned police bow street policesurgeon happened absent yet called account body still undisturbed matter fact minute arrived asked westerham thats tell present said detective men like asked westerham though time little doubt identity murderer knew well enough identity victim murdered man said detective seen murdererfor slightest doubt taller two men stabbed otheris described spare build blackbearded blackbearded said westerham wonderingly rookley looked sharply suspicion said man without asked westerham come come sir urged detective time jesting jesting said westerham relapsed silence dont think asked detective little would better make clean breast everything tell frankly mr robinson continued changed opinion first thought dupe meluns soon convinced man astute could possibly misled even clever scoundrel indeed seemed improbable gentleman ingenuity become victim conspiracy sir appears memind giving every creditthat way,The Crime Club.txt
indifferent matter assure think mistake look mr robinson said detective friendly air let ask straight question suspect captain melun hand replied westerham emphasis feel certain nothing one else possibly conceive guilty outrage westerham gave minute genuine hard thinking said last slowly think one world would object treating room way surely cried detective mystery would like matter cleared quite said westerham smile cleared assistance mr rookley thank much kind offer clear matter meantime see reason detain detain allow wish goodday without another word walked bedroom shut door sharply westerham told rookley conception identity mysterious visitor spoke truth cudgel brain might could advance theory satisfied seemed best thing could send melun captain reflected acquainted sort dealing might possibly throw light matter melun sent captain came bad grace eight oclock already seen evening paper various account ransacking westerhams room westerham began detailing conversation detective every word captain listened great attention putting question quite,The Crime Club.txt
saw could extort statement melun resolved different method without wordand knew silence would cause melun deepest anxietyhe rose left box waited patiently till end performance succeeded following melun street counted melun took hansom drove away mme estelle westerham followed hansom front bowled quickly along piccadilly turned berkeley street made good pace davy street melun alighted said goodnight mme estelle let small private hotel latchkey westerham passed meluns cab stopped street marked house little window back hansom satisfied immediately ordered man turn drive duntons room dunton sitting fire enjoying pipe turned westerham immediately plunged every detail story dared disclose still keep faith lady kathleen dunton heard openmouthed wonder next westerham proceeded explain dunton countermove melun intended put execution morrow finished speaking dunton rocked chair laughter though delighted beyond measure proposal certainly dunton justification merriment westerham proposed gravely fixed purpose kidnapping prime minister chapter xix capture lady kathleen excellent reason melun driven,The Crime Club.txt
tree killed asked low voice answer westerham turned knelt fat man side inserted hand skilfully unconscious man heart rose foot said almost laugh knocked right directly fancy glad walk away without assistance imagine character would care much fuss attention time night westerham drew near girl peered gravely keenly time deference face think said quietly better walk away still undisturbed allow accompany gate park may permitted say hardly fitting lady position carrying much property strolling around unattended tone kind cheering suggested delicate sense humour whole situation lady kathleen smiled back least said almost laughed sturdy escort westerham said another word except way guiding girl tree reached main path helped lady kathleen step low iron railing thence piloted throng quite incurious people hyde park corner walked beside without saying anything apparently satisfied charge made demur reaching street westerham hailed passing taxicab man drew kerb opening door westerham assisted girl enter leant forward,The Crime Club.txt
fearful lest present theatre numbered among lord penshursts guest night case freedom westerham made box might lead suspicion captain implicated raid westerham smiled discomfited melun though hugely enjoyed joke may well alarmed said better civil certainly shall relieve presence apparently obnoxious fancy imagine source danger mark melun went turning head away mme estelle woman could catch word mark great many thing want explanation made bargain idea come regarded partner crime murderer thing gone far however mme estelles sake crossexamine insist however shall tell find decline say westerham foreseen possibility answer made mind meet came saw could extort statement melun resolved different method without wordand knew silence would cause melun deepest anxietyhe rose left box waited patiently till end performance succeeded following melun street counted melun took hansom drove away mme estelle westerham followed hansom front bowled quickly along piccadilly turned berkeley street made good pace davy street melun alighted said,The Crime Club.txt
safetycap thumb let revolver fall room soaked water easy task hoist clamber window last stood within room leant wall partially exhausted breathing hard mme estelle stood wringing hand quick said quick quick late fiend melun work light candle flickered mantelpiece westerham made way door seizing handle turned lock held fast examined swiftly joy saw opened outwards drew back yard sent whole great weight crashing panel good fortune door room although stoutly built partially rotten burst wide open weight sent sprawling face passage lay halfstunned pulse throbbed noise came main entrance told lowther mendip making good use gate dragged knee still clutching revolver moment outer door gave resistance lowther mendip came headlong hallway heard give warning shout struggled foot steadying pillar banister looking stair saw brutal face crow landing strong yellow teeth bared vicious snarl westerham heard sound shot time felt hand mme estelle give push intention unselfish almost heroic saved,The Crime Club.txt
warned time girl may next chapter xii prime minister compromised horrified though westerham made sign stood presence death faced dreadful form though true never known intimately poignantly girl may next word seemed ominouslike doom trouble encompassed every side hour previously faced greatest odds ever known till odds greater conscious keen eye rookley upon saw instant action necessary turning heel walked deliberately sittingroom detective followed seating table westerham bade man take chair moment detective face lighted anticipation seemed last mysterious mr robinson make statement anticipation however disappointed well said westerham pleasant even voice waiting begin hoping said mr rookley make statement never make statement said westerham answer question inconvenient say suddenly detective leant forward spoke quickly westerham almost thrown guard mr robinson give answer said westerham gave beforethat name business aware course pursued rookley present occasion serious last seem unfortunate habit coming heel awkward occurrence seem like agreed westerham pause westerham,The Crime Club.txt
made choking noise indicate understood car went great pace regent street across piccadilly reached whitehall westerham decided apart necessity giving lord penshurst good news would better take premier farm kent westerham learned kathleen imprisoned close midnight lowther brought car standstill downing street mendip abandoned obviously futile watching queen victoria street returned time rushed meet he inside said lowther jerking head back mendip thrust head window peering gloom search westerham right said westerham quietly dont rouse anybody get lord penshurst got man hand full gave patmores back mean tender squeeze indication intention relinquishing grip mendip ran inside finding premier brought car well said eagerly news last yes answered westerham discovered lady kathleens whereabouts think shall time must start better come u mendip get lord penshurst hat minute mendip riding beside lowther premier beside westerham body car inquired eagerly man westerham still held knee westerham patmores shame briefly outlined passed since kept,The Crime Club.txt
impossible thing urged westerham stretching limb meaning quite understand added bitterly might necessary melun chloroform various reason one reason apparently theft indeed added wry smile captain seems spending money tell cried starting falling back weakly tell mean fill mystery last week dont think suggested madame quietly would best begin beginning surely would reasonable ask chloroformed brought well said westerham done said mme estelle necessary make prisoner nearly thirty hoursand way see added lightly strong man dont blame melun declining risk struggle dont understand better westerham complained passing hand across forehead made prisoner mme estelle touched arm looked earnestly face said slowly necessary ensure see lady kathleen tonight see lady kathleen tonight cried westerham surely answered madame little smile indeed event went taken sudden curious turn yesterday tell frankly life considerable danger may think coldblooded horrible say thing know melun practically come conclusion must put way order save trouble averse thanks,The Crime Club.txt
dare disobey czar command possible longer ignore meluns request earnest prayer czar sent special emissary meet lady kathleen rouen majesty knew matter compelled take daughter confidence quite appreciated necessity indeed kind matter though remained insistent term may judge terribly concerned tell representative sent member imperial family even informed content paper may realise desperate position say last accepted offer help much drowning man clutch straw chapter xxiii grisly threat westerham listened lord penshursts long recital great attention time time raised eyebrow rest gave sign astonishment premier concluded westerham rose held hand much time u lord penshurst said think promise shall paper back three day meantime continued let u get back downing street spite sensation continued disappearance cause think better let known back official residence would allow melun suppose failed purpose think thatthen shall fail indeed return downing street made lowthers car premier entered back door met news lady kathleens disappearance aged,The Crime Club.txt
consummate skill much evidence experience judged father time let little fling monte carlo profiting knowledge acquired playing inspired game incalculable stake westerham imagined probably meluns brutal fancy drag girl promise bank would release father torment theory possible made heart grow cold rage appreciated fiendish cleverness melun engineered entrance critical moment westerham made innocent instrument utter disaster kathleen convinced become fact shouldered way crowd leaning lady kathleens chair whispered ear dont alarmed see greatly upset please allow assist man right hand scowled angrily westerham turned urbane smile seem playing said perhaps allow chair man option vacate seat westerhams spirit rose first time life found seated kathleens side playing behalf win desperate game girl inspiration gone even skill form gambling availed nothing time time lost practically nothing remained great pile money stacked table lady kathleen entered room girl watched money dwindle terrified eye face growing paler paler ashy white westerham sought console,The Crime Club.txt
least five minute arrived tell said melun almost earnestly found nothing say said westerham nothing could turn good account melun smiled sour yet demure little smile precisely said evenly permit said baronet quietly inform liar good enough turn bundle sock find righthand corner kitbag face think able hand something interest u aware could replied captain melun touch sarcasm voice westerham picked sixshooter laid carelessly side look said voice gently persuasive flicker vindictiveness crept meluns eye suasion firearm turned bag moment westerham schooled infinite placidity inquired second time found anything paper said captain melun crossly pardon said baronet mistaken found one paper kind enough hand captain turned carefullymanicured hand offered westerham slip paper evidently torn english periodical westerham took looked casually though muscle closed jaw stood manner wholly pleasant look upon however unfathomable eye surveyed scrap paper revealed portrait girl astonishingly quiet face cheek round soft chin round soft mouth little,The Crime Club.txt
nothing nothing said melun hastily except fit place remain allow show way westerham thrust kathleen two men entered melun spoke low fierce voice could heard girl perfectly audible others agree miserable hypocrite said leave place melun waved hand blandly quite said quite little talk outside reason distress gentleman contrary returned westerham every reason gentleman said stepping stranger see well acquainted lady unfortunately came without knowledge regard protection situation course extraordinary requires explanation good shall glad company moment without ado pushed baizecovered door open first bowed lady kathleen melun followed nervous ill ease looked much determination part westerham two men eveningdress glanced passed westerham held door open little party grouped dimlylit passage westerham went kathleen touched lightly arm lady kathleen said formal voice greatly oblige stepping end passage something say gentleman making little inclination head lady kathleen walked slowly away leaving westerham confront melun westerham mean minced matter said voice full,The Crime Club.txt
kathleen ladyship told many minute called believed way deer park asked lay westerham got car proceeded foot leafy avenue end avenue high wall break flight stone step led break climbed top paused struck remarkable beauty scene wall green turf sloped downwards either side stretched magnificent forest giant beech tree taken precaution inquire whether possible lady kathleen return deer park route received answer negative therefore decided would waste time go search seeing must come back way meanwhile sat top step lighting cigarette gave patient waiting thirty minute passed caught glimpse moving figure amid distant tree figure grew size distinctness outline saw lady kathleen coming slowly towards face bent ground whole figure seemed moment old bowed appearance indeed gave little pang sorrow realised saw must suffer slight shock however inevitable sat waiting raise head presently came nearer wall lifted eye little cry escaped lip saw westerham sitting stopped dead walk stood still,The Crime Club.txt
arm old man turned quickly towards westerham face ablaze passion sir cried low voice leave house leave house westerham threw deprecating hand hear lord penshurst told scoundrel melun dealing crew urged westerham silent cried prime minister voice suppressed fury think heaped sufficient dishonour head already point beyond shall go house daughter degraded way took westerhams selfcontrol master cut like whip feel regarded breed melun saw would utterly useless would provoke scene argue bitter old man making formal little bow lady kathleen left chapter vii lady kathleens doubt outer room found melun took arm said quickly come along want speak melun gave one almost quizzical look accompanied without speaking matter fact found rather awkward say anything attempt break silence westerham drove back hotel westerham baffled yet ascertained one thing likely infinite use discovered without doubt definite connection game melun playing bagleys attempt steal lady kathleens diamond sufficient night still impatience perhaps,The Crime Club.txt
lowered shutter kathleen looking almost lazily window saw almost clear park far could judge position sun running towards southwest drive continued complete silence mme estelle remained red awkward melun morose ill ease kathleen alone selfpossessed though pale even forbore ask whither bound though sadly tempted checked rather sad reflection would know sooner later byandby drew near considerable town melun spite kathleens promise drew blind shutter however grace moderately apologetic distrust word lady kathleen said take precaution one know might happen look car long melun lowered shutter kathleens heart gave little thump looking country realised familiar road recognised high hedge running border long lane running croydon hayes common car began shoot uphill went breezy heath subsequently running valley kathleen judged farnborough little kept main road turned left half hour run brought westerhamfrom place sir paul took title car turned left kathleen little doubt bound sevenoaks wrong car stop swept past royal,The Crime Club.txt
girl picturethe eye girl drawn back englandso wistful beckoning girl lady kathleen carfaxs position might suffering profound grief might centre bit distressing family history might well conceived take daughter prime minister england hyde park dark extraordinary combination inappropriate event could possibly cause seek silence man left insensible melun possible connected mystery westerham remembered man cynical confident smile unwisely boasted proposed marry lady kathleen melun really implicated business method villainy must far complicated westerham anticipated extraordinary conspiracy indeed could possibly taken prime minister daughter park hour westerhams personal experience melun prince blackmailer indeed troubled deny accusation westerham made even nimble imagination westerham foreseen possibility blackmailing prime minister whose back force law including discreet silent swiftlyacting scotland yard westerham sat far night turning thing mind pondered convinced became melun must way implicated indeed originator whole business however upon matter melun could possibly blackmail lord penshurst caused westerham perplexity obviously minor question personal,The Crime Club.txt
follows present conception long experience wicked worldby mean particular kind vulturelike humanity prey upon better men itselfenables assume without question blackmailer bad blackmailer blackmailer common type also learnt blackmailer stand alone offence cowardly offence world blackmailer always coward coward invariably afraid isolated action therefore certain stand alone attempt blackmail captain meluns eye left westerham studied whitepainted panel behind baronet head sir paul went steadily pitiless logical argument persuaded said motive leaving new york sail ship possible find opportunity buying silence point possibly think discovery mutually made past minute unearthed fact may much advantage wrong contrary sir paul continued unearthed fact may much benefit permission proceed explain captain melun slowly shrugged shoulder slightly bowed head realised baronet move propose hinder making inasmuch could correctly grasp westerhams intention could make counter move following therefore continued westerham original line thought say headpiece brainpiece wellplanned scheme crime faint colour meluns face became fainter still,The Crime Club.txt
previously settle score immediately rose walked street narrow many people follow kathleen pretty closely order avoid losing noted surprise walked straight ahead though prearranged purpose never faltering never much glancing right left followed hill space cathedral busy woman setting warespoultry pottery vegetable like one head turned note quick silent passage lady kathleen indeed physique could escaped notice matter surroundings marketsquare clearer view westerham slackened pace allowed lady kathleen increase distance still walked straight ahead one follows ofttrodden path know full well whither path lead moved cathedral step westerham saw approaching sombre figure blackbearded man whose presence little street htel de la rpublique aroused interest earlier morning though step evidently leading spot neither blackbearded man lady kathleen made least sign girl passed cathedral man following closely heel fear losing sight westerham almost ran across square darted cathedral step speed foot fell silently neither girl man walked side heard quick pursuit cathedral,The Crime Club.txt
ordered man return london every yard way repeated word murderess sacrifice sacrifice murderess sudden resolved call mme estelle possibly could help solve sickening mystery word murderess sacrifice murderess sacrifice fitted horrible nicety throbbing engine still muttering murderess sacrifice sacrifice murderess reached narrow door wall house mme estelle chapter viii scotland yard intervenes mme estelle home westerham immediately shown long low pretty drawingroom gave garden back house judged indeed madame pose gown wore might expecting visitor light shaded hard line face softened dimness pretty room looked really beautiful woman must generous spiritthough knew nothing madame past practically nothing presenthis heart touched certain air loneliness woman wore pleasant smile greeting gave sir paul conscious mme estelle surveyed certain amount quiet wonderment came home first time many year shaken himselfso badly shaken evidently countenance bore trace unquiet mind madame word welcome however quite conventional bore evidence surprise unexpected pleasure said pleasure assure answered,The Crime Club.txt
faintest breath publicity would inevitably lose lady kathleen great however entirely unselfish love premier daughter would faced even loss bravely could brought peace hunted girl mind realised relinquish claim would immediately throw arm melun westerham shuddered thought crippled cramped though must certainly go ongo blind hope could find something would enable deal melun blow could recover however thought seemed rather laissez faire policy follow ridiculous think spite handicap beaten bested every turn man melun fully hour therefore captain left westerham sat pencil hand mapping plan plan campaign pored possibility seemed avail nothing last well nigh despair tore minute fragment various proposition formulated suddenly dawned could prove strongly suspected melun mean dealing honestly fellow criminal would able little astute management turn organisation melun disposal captain westerhams bright gaze brightened smile broadened almost boyish delight immediately set work devise scheme whereby could turn table enemy little time lost joy westerham remembered day,The Crime Club.txt
foreign tailoring man face however riveted westerhams attention dark nose somewhat flat yet face great refinement distinction accentuated strange way long black welltrimmed beard man frenchman westerham decided german certainly italian austrian subtle something man whole appearance indeed brought westerham conclusion russian yet fixed nationality way could tell intuition westerhams great aid time trouble told dignified daintilywalking stranger manner connected lady kathleens presence htel de la rpublique certain become took precaution drawing back caf could sit shadow watch passage stranger without arousing interest twice blackbearded man walked street glancing sharply rpublique twice walked back meditative dilatory air turned corner disappeared patron inn busied caf seemingly curious visitor long sojourn westerham ordered supply chicorylike coffee morning wore sunshine became stronger till cobble little street shone hard bright glare ten westerhams glance attracted bustle door inn saw fat landlady bowing scraping white doorstep shadow sunshine came girl come find dressed black thickly,The Crime Club.txt
affair mean vendetta mean quarrel woman affair half participators act blind ignorance possibly three people existence throw light matter occupy position world would extremely unwise take step without sanction dont know concerned matter said detective complain answered westerham position enlighten one thing however tell said detective however may indirectly concerned murder melun actually commit already ascertained club time expected westerham betray slightest surprise rookley disappointed although matter fact astounded information sir paul continued stare interrogator stony unemotional silence indeed remark made mr rookley rose rang bell servant appeared asked request mr moore step upstairs minute later mr moore young detective whose acquaintance westerham made room bruton street day came briskly room mr moore said detective solemnly must duty task charge gentleman concerned business westerham turned hard stern eye moore man felt uncomfortable well sir said looking chief stop cried westerham want ask one two question course responsible commissioner rookley nodded,The Crime Club.txt
perceived silhouetted looking across moor see see hissed heart thumping furiously breast bent second time since coming cragmire tower thought flew fenman shade fen ghost woman men sinned died living oer water tread lantern dread peer poolsin pool dead light dancing upon moor witchlight came went unaccountably clearly visible masked darkness lock door snapped companionif there key crept across room fumbled moment key reported wedge chair knob let one enter return said amazingly opened window fullest extent threw leg sill went creeping along wide concrete ledge ran leaded gutter direction tower right pausing follow instruction respecting chair craned window watching progress wondering sudden madness bitten indeed could credit sens could believe heard saw aright yet darkness moor moved willothewisp ten yard along gutter crept friend like great gaunt cat unknown must prospected route daylight saw design ledge terminated met ancient wall tower possible agile climber step edge unglazed window four,The Devil Doctor.txt
beginning creep mind say perception truth mean rather part purpose dr fumanchu whole horrible truth scheme conceived mighty evil man glimmering foresaw frightful ordeal u hold high esteem continued fumanchu fact must apparent time regard companion entertain different sentiment always underlying deliberate calm speaker sometimes showing unusually deep guttural sometimes unusually serpentine sibilant lurked frenzy hatred past revealed occasionally wild outburst momentarily expected outburst come one quality possessed mr nayland smith resumed chinaman admire refer courage would wish courageous man seek end voluntarily efface path worldmovement powerless check short would show samurai always friend shall remain end dr petrie arranged struck lightly little silver gong dependent corner table whereupon curtained doorway entered short thickly built burman recognized dacoit wore shoddy blue suit made much larger man thing claimed little attention automatically directed load beneath burman laboured upon back carried sort wire box rather le six foot long two foot high,The Devil Doctor.txt
